day,price_close,price_high,price_low,price_open
2017-11-20,8226.17,8269.99,7900.0,8016.58
2017-11-19,8016.58,8087.35,7675.0,7775.55
2017-11-18,7771.03,7858.0,7431.54,7675.0
2017-11-17,7674.99,7997.0,7528.5,7846.96
2017-11-16,7846.96,7976.79,7120.85,7294.0
2017-11-15,7294.0,7350.0,6609.0,6609.0
2017-11-14,6609.0,6750.0,6466.88,6524.69
2017-11-13,6525.17,6775.75,5846.0,5870.03
2017-11-12,5870.37,6488.88,5555.55,6355.13
2017-11-11,6355.13,6820.0,6218.0,6588.18
2017-11-10,6588.18,7343.18,6429.44,7150.61
2017-11-09,7148.0,7490.0,7061.2,7465.06
2017-11-08,7450.32,7888.0,7080.01,7131.38
2017-11-07,7130.28,7244.69,6945.0,6967.64
2017-11-06,6967.68,7421.39,6922.07,7373.3
2017-11-05,7372.72,7590.0,7275.16,7388.79
2017-11-04,7388.83,7569.9,6994.0,7145.24
2017-11-03,7146.82,7500.0,6925.22,7030.0
2017-11-02,7030.0,7354.1,6700.0,6745.04
2017-11-01,6741.59,6756.36,6340.01,6434.24
2017-10-31,6434.21,6449.78,6072.81,6120.0
2017-10-30,6119.99,6229.77,6024.03,6133.01
2017-10-29,6137.37,6316.85,5683.0,5731.7
2017-10-28,5730.69,5875.66,5646.18,5773.03
2017-10-27,5771.89,5994.06,5674.06,5889.99
2017-10-26,5890.0,5988.0,5683.0,5741.35
2017-10-25,5735.88,5748.0,5366.0,5512.63
2017-10-24,5523.4,5870.0,5453.01,5869.82
2017-10-23,5871.17,6045.34,5617.75,5967.38
2017-10-22,5969.0,6071.07,5700.0,6010.85
2017-10-21,6013.46,6180.0,5871.0,5977.26
2017-10-20,5977.29,6074.0,5589.8,5700.0
2017-10-19,5698.69,5735.14,5512.06,5572.64
2017-10-18,5582.05,5617.75,5101.36,5591.97
2017-10-17,5597.31,5776.31,5506.78,5752.2
2017-10-16,5745.72,5807.11,5548.0,5683.92
2017-10-15,5679.7,5830.0,5415.0,5795.01
2017-10-14,5801.29,5817.34,5558.26,5653.58
2017-10-13,5653.6,5846.43,5380.0,5439.41
2017-10-12,5445.0,5445.0,4793.66,4822.01
2017-10-11,4822.01,4869.78,4700.0,4747.9
2017-10-10,4749.29,4909.97,4700.0,4761.67
2017-10-09,4764.7,4865.0,4541.0,4597.97
2017-10-08,4597.98,4612.0,4404.5,4422.72
2017-10-07,4423.3,4463.0,4312.82,4356.09
2017-10-06,4362.95,4425.0,4278.4,4301.09
2017-10-05,4301.09,4358.97,4137.96,4219.74
2017-10-04,4219.53,4343.0,4170.07,4315.73
2017-10-03,4315.83,4425.0,4218.0,4391.41
2017-10-02,4391.48,4453.0,4352.0,4369.33
2017-10-01,4377.22,4377.22,4216.0,4326.09
2017-09-30,4326.09,4349.0,4154.28,4162.04
2017-09-29,4164.82,4227.62,4022.02,4183.47
2017-09-28,4184.84,4270.01,4123.5,4202.34
2017-09-27,4199.29,4226.73,3870.0,3883.95
2017-09-26,3888.03,3970.0,3850.61,3920.66
2017-09-25,3918.0,3968.59,3658.39,3667.01
2017-09-24,3664.22,3783.25,3615.0,3781.13
2017-09-23,3779.17,3810.25,3552.0,3611.91
2017-09-22,3612.18,3761.84,3514.0,3607.83
2017-09-21,3617.05,3914.0,3573.0,3864.0
2017-09-20,3874.46,4050.0,3820.56,3888.8
2017-09-19,3888.8,4119.7,3848.35,4102.0
2017-09-18,4101.6,4122.7,3659.42,3662.95
2017-09-17,3662.99,3772.52,3463.0,3669.07
2017-09-16,3678.93,3872.9,3500.0,3699.89
2017-09-15,3700.01,3820.0,2972.01,3227.79
2017-09-14,3227.79,3921.74,3210.0,3861.89
2017-09-13,3865.34,4179.14,3720.01,4170.6
2017-09-12,4172.56,4377.65,4080.0,4198.89
2017-09-11,4207.31,4353.49,4092.4,4226.21
2017-09-10,4226.22,4322.44,4010.0,4322.44
2017-09-09,4308.72,4379.78,4164.0,4327.41
2017-09-08,4312.0,4679.97,4125.99,4615.0
2017-09-07,4615.0,4674.34,4475.0,4605.81
2017-09-06,4605.8,4649.23,4356.42,4397.38
2017-09-05,4396.52,4474.88,4001.93,4282.53
2017-09-04,4277.0,4613.97,4058.5,4603.68
2017-09-03,4606.26,4700.0,4385.0,4599.9
2017-09-02,4599.9,4979.9,4488.5,4921.71
2017-09-01,4921.7,4935.0,4671.09,4734.26
2017-08-31,4734.26,4765.21,4566.66,4573.15
2017-08-30,4573.2,4642.22,4479.0,4578.82
2017-08-29,4578.82,4649.78,4336.26,4385.0
2017-08-28,4379.99,4399.72,4169.01,4329.91
2017-08-27,4337.68,4393.3,4290.32,4333.38
2017-08-26,4333.38,4369.78,4232.43,4348.17
2017-08-25,4355.98,4449.98,4270.0,4308.8
2017-08-24,4300.34,4350.0,4082.57,4121.78
2017-08-23,4115.14,4248.97,4051.94,4078.0
2017-08-22,4085.0,4139.31,3600.0,3987.51
2017-08-21,3987.52,4080.0,3949.78,4058.64
2017-08-20,4058.68,4125.95,4000.0,4091.99
2017-08-19,4099.55,4188.0,3900.0,4100.0
2017-08-18,4100.0,4368.0,3964.96,4260.47
2017-08-17,4276.5,4480.0,4167.21,4361.99
2017-08-16,4378.84,4379.78,3926.06,4154.99
2017-08-15,4155.67,4400.0,3800.0,4320.95
2017-08-14,4306.23,4329.43,3964.96,4053.87
2017-08-13,4053.87,4190.0,3841.71,3855.04
2017-08-12,3855.1,3934.0,3586.95,3651.74
2017-08-11,3645.06,3705.0,3390.67,3410.0
2017-08-10,3413.03,3448.0,3311.17,3342.99
2017-08-09,3342.99,3423.1,3178.72,3408.46
2017-08-08,3412.41,3490.0,3300.0,3387.54
2017-08-07,3387.54,3430.0,3186.0,3216.78
2017-08-06,3222.75,3296.51,3146.1,3263.51
2017-08-05,3263.62,3339.66,2848.32,2851.01
2017-08-04,2855.0,2877.52,2765.91,2793.34
2017-08-03,2793.37,2807.44,2698.83,2703.51
2017-08-02,2703.51,2760.0,2650.0,2732.0
2017-08-01,2731.0,2929.17,2615.0,2855.81
2017-07-31,2855.81,2889.99,2680.01,2745.76
2017-07-30,2742.75,2774.45,2569.69,2681.6
2017-07-29,2680.56,2785.65,2631.78,2777.01
2017-07-28,2777.01,2825.0,2655.82,2666.33
2017-07-27,2666.33,2695.0,2509.63,2524.99
2017-07-26,2524.99,2608.96,2400.0,2564.74
2017-07-25,2564.82,2775.79,2450.0,2759.95
2017-07-24,2759.98,2800.0,2701.0,2756.8
2017-07-23,2749.02,2855.0,2640.0,2824.82
2017-07-22,2832.71,2882.0,2644.59,2667.01
2017-07-21,2670.0,2887.45,2611.39,2880.0
2017-07-20,2875.03,2938.0,2265.51,2265.51
2017-07-19,2265.21,2402.5,2223.0,2308.82
2017-07-18,2303.71,2392.0,2164.0,2226.0
2017-07-17,2226.0,2229.97,1910.57,1917.72
2017-07-16,1917.63,2044.44,1830.0,1970.51
2017-07-15,1970.51,2219.99,1967.65,2209.44
2017-07-14,2213.37,2357.84,2140.0,2340.0
2017-07-13,2339.99,2425.16,2312.93,2383.97
2017-07-12,2388.0,2408.84,2239.54,2301.55
2017-07-11,2305.98,2399.0,2242.62,2326.12
2017-07-10,2323.45,2527.88,2261.85,2504.0
2017-07-09,2502.28,2564.65,2500.5,2550.13
2017-07-08,2550.07,2555.0,2462.0,2501.46
2017-07-07,2501.46,2605.0,2475.0,2599.01
2017-07-06,2600.39,2614.0,2522.0,2598.37
2017-07-05,2602.9,2623.0,2530.1,2594.52
2017-07-04,2596.12,2639.47,2540.07,2540.07
2017-07-03,2550.47,2595.0,2472.68,2504.81
